t,body_x,body_region,com_direction,hip_vx,hip_x,hip_conf,lf_x,lf_vx,lf_vy,lf_pred,lf_region,lf_src,lf_reliable,rf_x,rf_vx,rf_vy,rf_pred,rf_region,rf_src,rf_reliable,knee_vx_left,knee_vx_right,fast_intent,lead_side,body_support,score_L,score_C,score_R,side_candidate,side_score,side_body_support,both_feet_region,center_return_support,center_foot_gate,confirmation_hold,suppressed,ignored_trail_side,ignored_spent_side,center_settle_blocked,prev_lane,next_lane,reason
41139.4187,0.6790,1,1,-0.0128,0.6790,1.000,0.6599,0.0003,-0.0043,0.6600,1,left_ankle,1,0.6949,-0.0033,0.0023,0.6945,1,right_ankle,1,-0.0015,-0.0001,0,,0,0.000,0.000,1.230,1,1.230,1,0,0,0,0,0,,,0,0,1,confirmed -> lane +1
41139.4511,0.6787,1,1,-0.0111,0.6787,1.000,0.6600,0.0009,0.0286,0.6601,1,left_ankle,1,0.6949,-0.0005,0.0088,0.6948,1,right_ankle,1,-0.0007,-0.0046,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.4511,0.6785,1,1,-0.0124,0.6785,1.000,0.6601,0.0029,0.0858,0.6604,1,left_ankle,1,0.6947,-0.0040,0.0200,0.6943,1,right_ankle,1,-0.0024,-0.0118,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.4823,0.6784,1,1,-0.0024,0.6784,1.000,0.6601,0.0007,0.0245,0.6601,1,left_ankle,1,0.6947,-0.0061,0.0151,0.6940,1,right_ankle,1,-0.0108,-0.0104,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.4823,0.6783,1,1,-0.0024,0.6783,1.000,0.6600,-0.0006,0.0249,0.6599,1,left_ankle,1,0.6946,-0.0061,0.0143,0.6939,1,right_ankle,1,-0.0114,-0.0113,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.5142,0.6783,1,1,-0.0012,0.6783,1.000,0.6599,-0.0078,-0.0113,0.6590,1,left_ankle,1,0.6946,-0.0025,-0.0028,0.6943,1,right_ankle,1,-0.0019,-0.0024,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.5142,0.6783,1,1,-0.0013,0.6783,1.000,0.6597,-0.0085,-0.0155,0.6588,1,left_ankle,1,0.6944,-0.0039,-0.0009,0.6940,1,right_ankle,1,-0.0035,-0.0024,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.5472,0.6782,1,1,-0.0002,0.6782,1.000,0.6597,-0.0029,0.0010,0.6594,1,left_ankle,1,0.6944,0.0002,0.0046,0.6945,1,right_ankle,1,-0.0015,0.0003,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.5472,0.6782,1,1,-0.0004,0.6782,1.000,0.6597,-0.0027,0.0278,0.6594,1,left_ankle,1,0.6945,0.0002,0.0098,0.6945,1,right_ankle,1,-0.0014,0.0003,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.5472,0.6782,1,1,-0.0002,0.6782,1.000,0.6597,-0.0025,0.0423,0.6594,1,left_ankle,1,0.6945,0.0003,0.0171,0.6945,1,right_ankle,1,-0.0025,0.0003,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.5944,0.6782,1,1,-0.0011,0.6782,1.000,0.6597,-0.0009,-0.0031,0.6596,1,left_ankle,1,0.6945,0.0021,0.0145,0.6948,1,right_ankle,1,-0.0015,0.0021,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.5944,0.6782,1,1,-0.0020,0.6782,1.000,0.6597,-0.0003,-0.0014,0.6596,1,left_ankle,1,0.6945,0.0017,0.0169,0.6947,1,right_ankle,1,-0.0041,0.0019,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.6266,0.6781,1,1,-0.0014,0.6781,1.000,0.6596,-0.0087,-0.0881,0.6586,1,left_ankle,1,0.6945,-0.0015,-0.0166,0.6944,1,right_ankle,1,-0.0038,0.0002,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.6592,0.6782,1,1,0.0016,0.6782,1.000,0.6596,-0.0012,-0.0387,0.6594,1,left_ankle,1,0.6945,-0.0012,-0.0092,0.6944,1,right_ankle,1,0.0021,0.0003,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.6592,0.6783,1,1,0.0069,0.6783,1.000,0.6596,0.0077,0.0126,0.6605,1,left_ankle,1,0.6946,0.0009,0.0012,0.6947,1,right_ankle,1,0.0090,0.0011,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.6906,0.6784,1,1,0.0035,0.6784,1.000,0.6597,0.0010,0.0024,0.6598,1,left_ankle,1,0.6946,0.0025,0.0054,0.6949,1,right_ankle,1,0.0083,0.0011,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.6906,0.6784,1,1,0.0024,0.6784,1.000,0.6596,0.0009,0.0136,0.6597,1,left_ankle,1,0.6944,-0.0004,0.0349,0.6944,1,right_ankle,1,0.0074,0.0002,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.7225,0.6783,1,1,-0.0030,0.6783,1.000,0.6596,-0.0001,-0.0212,0.6596,1,left_ankle,1,0.6944,-0.0029,0.0253,0.6941,1,right_ankle,1,-0.0036,-0.0009,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.7225,0.6783,1,1,-0.0044,0.6783,1.000,0.6596,-0.0002,-0.0064,0.6596,1,left_ankle,1,0.6944,-0.0032,0.0252,0.6941,1,right_ankle,1,-0.0047,-0.0009,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.7549,0.6782,1,1,-0.0049,0.6782,1.000,0.6597,0.0006,-0.0057,0.6597,1,left_ankle,1,0.6944,-0.0005,-0.0154,0.6944,1,right_ankle,1,-0.0039,-0.0020,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.7549,0.6781,1,1,-0.0061,0.6781,1.000,0.6597,0.0006,-0.0051,0.6597,1,left_ankle,1,0.6944,-0.0005,-0.0200,0.6943,1,right_ankle,1,-0.0042,-0.0027,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.7875,0.6781,1,1,-0.0008,0.6781,1.000,0.6597,0.0019,0.0088,0.6599,1,left_ankle,1,0.6944,-0.0001,-0.0003,0.6944,1,right_ankle,1,-0.0015,-0.0041,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.7875,0.6780,1,1,-0.0015,0.6780,1.000,0.6598,0.0038,0.0102,0.6603,1,left_ankle,1,0.6945,0.0012,-0.0013,0.6946,1,right_ankle,1,-0.0011,-0.0041,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.8188,0.6780,1,1,0.0006,0.6780,1.000,0.6598,0.0020,0.0291,0.6601,1,left_ankle,1,0.6945,0.0016,-0.0008,0.6947,1,right_ankle,1,-0.0018,0.0005,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.8188,0.6780,1,1,0.0006,0.6780,1.000,0.6600,0.0043,0.0291,0.6605,1,left_ankle,1,0.6946,0.0025,-0.0041,0.6948,1,right_ankle,1,-0.0012,0.0010,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.8508,0.6780,1,1,0.0005,0.6780,1.000,0.6601,0.0093,-0.0022,0.6611,1,left_ankle,1,0.6946,0.0009,-0.0039,0.6947,1,right_ankle,1,-0.0000,0.0008,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.8508,0.6780,1,1,-0.0009,0.6780,1.000,0.6602,0.0088,-0.0172,0.6612,1,left_ankle,1,0.6946,0.0009,-0.0134,0.6947,1,right_ankle,1,0.0007,0.0016,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.8826,0.6780,1,1,-0.0031,0.6780,1.000,0.6602,-0.0019,-0.0183,0.6600,1,left_ankle,1,0.6945,-0.0049,-0.0124,0.6940,1,right_ankle,1,-0.0035,-0.0021,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.8826,0.6779,1,1,-0.0043,0.6779,1.000,0.6601,-0.0019,-0.0206,0.6599,1,left_ankle,1,0.6944,-0.0049,-0.0178,0.6939,1,right_ankle,1,-0.0035,-0.0022,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.9142,0.6779,1,1,-0.0018,0.6779,1.000,0.6601,-0.0007,0.0257,0.6601,1,left_ankle,1,0.6944,-0.0034,-0.0004,0.6940,1,right_ankle,1,-0.0029,-0.0044,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.9142,0.6778,1,1,-0.0018,0.6778,1.000,0.6601,-0.0010,0.0287,0.6600,1,left_ankle,1,0.6943,-0.0035,0.0015,0.6939,1,right_ankle,1,-0.0027,-0.0050,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.9142,0.6778,1,1,-0.0023,0.6778,1.000,0.6601,-0.0016,0.0346,0.6599,1,left_ankle,1,0.6943,-0.0039,0.0024,0.6938,1,right_ankle,1,-0.0027,-0.0068,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.9625,0.6776,1,1,-0.0069,0.6776,1.000,0.6601,-0.0008,0.0133,0.6600,1,left_ankle,1,0.6943,-0.0004,0.0019,0.6942,1,right_ankle,1,-0.0024,-0.0079,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.9625,0.6774,1,1,-0.0097,0.6774,1.000,0.6597,-0.0044,0.0155,0.6592,1,left_ankle,1,0.6940,-0.0030,0.0020,0.6937,1,right_ankle,1,-0.0060,-0.0108,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.9946,0.6772,1,1,-0.0081,0.6772,1.000,0.6597,-0.0055,0.0035,0.6591,1,left_ankle,1,0.6940,-0.0057,0.0003,0.6934,1,right_ankle,1,-0.0225,-0.0045,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41139.9946,0.6771,1,1,-0.0091,0.6771,1.000,0.6597,-0.0055,0.0040,0.6591,1,left_ankle,1,0.6939,-0.0067,0.0001,0.6932,1,right_ankle,1,-0.0275,-0.0043,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41140.0269,0.6770,1,1,-0.0075,0.6770,1.000,0.6597,0.0006,-0.0118,0.6598,1,left_ankle,1,0.6939,-0.0014,-0.0015,0.6937,1,right_ankle,1,-0.0166,-0.0028,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41140.0269,0.6766,1,1,-0.0164,0.6766,1.000,0.6595,-0.0023,-0.0130,0.6593,1,left_ankle,1,0.6939,-0.0015,-0.0014,0.6937,1,right_ankle,1,-0.0237,-0.0079,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41140.0579,0.6761,1,1,-0.0281,0.6761,1.000,0.6592,-0.0340,0.0059,0.6554,1,left_ankle,1,0.6938,-0.0031,0.0122,0.6935,1,right_ankle,1,-0.0466,-0.0194,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41140.0579,0.6757,1,1,-0.0336,0.6757,1.000,0.6580,-0.0426,0.0116,0.6533,1,left_ankle,1,0.6937,-0.0036,0.0263,0.6933,1,right_ankle,1,-0.0599,-0.0225,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41140.0903,0.6749,1,1,-0.0451,0.6749,1.000,0.6578,-0.0274,0.0069,0.6548,1,left_ankle,1,0.6936,-0.0083,0.0133,0.6927,1,right_ankle,1,-0.0343,-0.0222,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41140.0903,0.6739,1,-1,-0.0622,0.6739,1.000,0.6563,-0.0441,0.0000,0.6515,1,left_ankle,1,0.6928,-0.0192,0.0080,0.6907,1,right_ankle,1,-0.0551,-0.0434,0,,0,0.000,0.000,1.510,1,1.510,1,0,0,0,0,0,,,0,1,1,confirmed
41140.1236,0.6725,1,-1,-0.0685,0.6725,1.000,0.6555,-0.0810,-0.0785,0.6466,1,left_ankle,1,0.6924,-0.0380,-0.0573,0.6882,1,right_ankle,1,-0.0734,-0.0553,0,,0,0.000,0.000,1.510,1,1.510,1,0,1,0,0,0,,,0,1,0,return-center -> lane +0
41140.4904,0.6250,1,-1,-0.1930,0.6250,1.000,0.5338,-0.1642,0.0742,0.5157,0,left_ankle,1,0.6898,-0.0180,-0.0222,0.6879,1,right_ankle,1,-0.1713,-0.1193,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,left,0,0,0,hold
41140.4904,0.6216,1,-1,-0.2340,0.6216,1.000,0.5298,-0.1910,0.0862,0.5088,0,left_ankle,1,0.6895,-0.0177,-0.0229,0.6876,1,right_ankle,1,-0.1964,-0.1314,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,left,0,0,0,hold
41140.5223,0.6177,1,-1,-0.1813,0.6177,1.000,0.5293,-0.0675,0.0501,0.5219,0,left_ankle,1,0.6895,0.0009,-0.0095,0.6896,1,right_ankle,1,-0.1822,-0.0981,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,left,0,0,0,hold
41140.5223,0.6151,1,-1,-0.2027,0.6151,1.000,0.5274,-0.0850,0.0630,0.5180,0,left_ankle,1,0.6895,0.0007,-0.0153,0.6896,1,right_ankle,1,-0.1750,-0.1115,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,left,0,0,0,hold
41140.5544,0.6115,1,-1,-0.1631,0.6115,1.000,0.5271,-0.0387,0.0543,0.5229,0,left_ankle,1,0.6895,-0.0048,-0.0141,0.6889,1,right_ankle,1,-0.1115,-0.1242,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,,0,0,0,hold
41140.5544,0.6091,1,-1,-0.1827,0.6091,1.000,0.5266,-0.0403,0.0613,0.5222,0,left_ankle,1,0.6892,-0.0080,-0.0165,0.6883,1,right_ankle,1,-0.1081,-0.1582,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,,0,0,0,hold
41140.5868,0.6047,1,-1,-0.2126,0.6047,1.000,0.5267,0.0093,0.0601,0.5278,0,left_ankle,1,0.6888,-0.0294,0.0036,0.6856,1,right_ankle,1,-0.1207,-0.1156,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,,0,0,0,hold
41140.6199,0.5991,1,-1,-0.2019,0.5991,1.000,0.5270,0.0110,0.0346,0.5282,0,left_ankle,1,0.6875,-0.0572,0.0028,0.6812,1,right_ankle,1,-0.1337,-0.1529,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,,0,0,0,hold
41140.6199,0.5955,1,-1,-0.2317,0.5955,1.000,0.5275,0.0142,0.0199,0.5291,0,left_ankle,1,0.6835,-0.1165,-0.0047,0.6707,1,right_ankle,1,-0.1348,-0.2489,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,,0,0,0,hold
41140.6519,0.5912,1,-1,-0.1825,0.5912,1.000,0.5273,-0.0184,0.0010,0.5252,0,left_ankle,1,0.6814,-0.1966,-0.0209,0.6598,1,right_ankle,1,-0.1061,-0.1888,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,,0,0,0,hold
41140.6519,0.5888,1,-1,-0.1903,0.5888,1.000,0.5273,-0.0104,0.0069,0.5262,0,left_ankle,1,0.6751,-0.2442,-0.0317,0.6482,1,right_ankle,1,-0.0903,-0.2082,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,,0,0,0,hold
41140.6519,0.5868,1,-1,-0.2095,0.5868,1.000,0.5267,-0.0148,0.0167,0.5250,0,left_ankle,1,0.6735,-0.2770,-0.0426,0.6430,1,right_ankle,1,-0.0989,-0.2286,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,,0,0,0,hold
41140.6996,0.5837,1,-1,-0.1131,0.5837,1.000,0.5270,0.0112,0.0285,0.5283,0,left_ankle,1,0.6699,-0.2008,-0.0238,0.6478,1,right_ankle,1,-0.0432,-0.1407,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,,0,0,0,hold
41140.6996,0.5811,1,-1,-0.1363,0.5811,1.000,0.5268,0.0043,0.0380,0.5273,0,left_ankle,1,0.6635,-0.2268,-0.0300,0.6386,1,right_ankle,1,-0.0463,-0.1488,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,,0,0,0,hold
41140.7300,0.5774,1,-1,-0.1912,0.5774,1.000,0.5265,-0.0377,0.0123,0.5224,0,left_ankle,1,0.6588,-0.4516,-0.0334,0.6091,1,right_ankle,1,-0.0664,-0.1708,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,,0,0,0,hold
41140.7300,0.5746,1,-1,-0.2208,0.5746,1.000,0.5260,-0.0382,0.0111,0.5218,0,left_ankle,1,0.6497,-0.4732,-0.0307,0.5977,1,right_ankle,1,-0.0681,-0.1769,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,,0,0,0,hold
41140.7627,0.5720,1,-1,-0.1050,0.5720,1.000,0.5261,0.0123,-0.0105,0.5275,0,left_ankle,1,0.6442,-0.4447,0.0066,0.5953,1,right_ankle,1,-0.0107,-0.2463,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,,0,0,0,hold
41140.7627,0.5702,1,-1,-0.1202,0.5702,1.000,0.5262,0.0100,0.0040,0.5273,0,left_ankle,1,0.6330,-0.4880,0.0077,0.5794,1,right_ankle,1,-0.0114,-0.2566,0,,0,0.000,0.209,0.850,1,0.850,1,0,0,0,0,0,,,0,0,0,hold
41140.7937,0.5690,0,1,-0.0314,0.5690,1.000,0.5262,-0.0056,0.0114,0.5256,0,left_ankle,1,0.6286,-0.4155,0.0011,0.5829,1,right_ankle,1,0.0342,-0.2109,0,,0,0.000,0.850,0.380,1,0.380,1,0,0,0,0,0,,,0,0,0,hold
41140.7937,0.5680,0,1,-0.0469,0.5680,1.000,0.5253,-0.0189,0.0104,0.5232,0,left_ankle,1,0.6211,-0.4223,0.0071,0.5747,1,right_ankle,1,0.0363,-0.2393,0,,0,0.000,0.850,0.380,1,0.380,1,0,0,0,0,0,,,0,0,0,hold
41140.8264,0.5665,0,-1,-0.0746,0.5665,1.000,0.5250,-0.0410,-0.0132,0.5205,0,left_ankle,1,0.6148,-0.4933,0.0422,0.5605,0,right_ankle,1,-0.0106,-0.3060,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41140.8264,0.5652,0,-1,-0.0915,0.5652,1.000,0.5248,-0.0341,-0.0139,0.5211,0,left_ankle,1,0.6048,-0.4990,0.0506,0.5499,0,right_ankle,1,-0.0074,-0.3089,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41140.8589,0.5628,0,-1,-0.1211,0.5628,1.000,0.5246,-0.0156,-0.0343,0.5228,0,left_ankle,1,0.5988,-0.4738,0.0260,0.5466,0,right_ankle,1,-0.0217,-0.3090,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41140.8589,0.5611,0,-1,-0.1384,0.5611,1.000,0.5245,-0.0088,-0.0598,0.5236,0,left_ankle,1,0.5881,-0.4976,0.0306,0.5333,0,right_ankle,1,-0.0295,-0.3317,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41140.8903,0.5594,0,-1,-0.0713,0.5594,1.000,0.5244,-0.0030,-0.0892,0.5241,0,left_ankle,1,0.5840,-0.3627,0.0048,0.5441,0,right_ankle,1,-0.0135,-0.2242,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41140.8903,0.5580,0,-1,-0.0880,0.5580,1.000,0.5243,-0.0024,-0.0897,0.5240,0,left_ankle,1,0.5746,-0.4081,0.0125,0.5297,0,right_ankle,1,-0.0220,-0.2443,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41140.9233,0.5566,0,-1,-0.0578,0.5566,1.000,0.5244,0.0132,-0.0355,0.5259,0,left_ankle,1,0.5718,-0.2622,0.0189,0.5429,0,right_ankle,1,-0.0493,-0.2002,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41140.9233,0.5557,0,-1,-0.0637,0.5557,1.000,0.5250,0.0184,-0.0499,0.5271,0,left_ankle,1,0.5661,-0.2810,0.0239,0.5352,0,right_ankle,1,-0.0699,-0.2268,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41140.9544,0.5545,0,-1,-0.0564,0.5545,1.000,0.5251,0.0142,-0.0190,0.5267,0,left_ankle,1,0.5651,-0.1080,0.0093,0.5533,0,right_ankle,1,-0.0671,-0.1137,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41140.9544,0.5534,0,-1,-0.0730,0.5534,1.000,0.5254,0.0152,-0.0209,0.5270,0,left_ankle,1,0.5617,-0.1348,0.0092,0.5469,0,right_ankle,1,-0.0982,-0.1367,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41140.9862,0.5524,0,1,-0.0443,0.5524,1.000,0.5254,0.0024,-0.0306,0.5256,0,left_ankle,1,0.5607,-0.1169,0.0005,0.5478,0,right_ankle,1,-0.0665,-0.0902,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41140.9862,0.5516,0,1,-0.0533,0.5516,1.000,0.5253,0.0002,-0.0372,0.5253,0,left_ankle,1,0.5580,-0.1299,-0.0001,0.5437,0,right_ankle,1,-0.0775,-0.1053,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41141.0187,0.5509,0,1,-0.0292,0.5509,1.000,0.5252,-0.0067,-0.0290,0.5245,0,left_ankle,1,0.5586,0.0300,0.0165,0.5619,0,right_ankle,1,-0.0381,-0.0273,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41141.0187,0.5504,0,1,-0.0320,0.5504,1.000,0.5252,-0.0051,-0.0504,0.5247,0,left_ankle,1,0.5596,0.0323,0.0163,0.5631,0,right_ankle,1,-0.0428,-0.0238,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41141.0187,0.5501,0,1,-0.0349,0.5501,1.000,0.5252,-0.0053,-0.0585,0.5246,0,left_ankle,1,0.5597,0.0345,0.0230,0.5635,0,right_ankle,1,-0.0480,-0.0241,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41141.0665,0.5498,0,1,-0.0077,0.5498,1.000,0.5252,0.0011,-0.0124,0.5253,0,left_ankle,1,0.5600,0.0164,0.0158,0.5618,0,right_ankle,1,-0.0110,0.0187,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41141.0665,0.5498,0,1,-0.0058,0.5498,1.000,0.5252,0.0013,-0.0144,0.5254,0,left_ankle,1,0.5608,0.0210,0.0191,0.5631,0,right_ankle,1,-0.0142,0.0230,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41141.0990,0.5496,0,1,-0.0070,0.5496,1.000,0.5251,-0.0069,-0.0007,0.5244,0,left_ankle,1,0.5610,0.0215,0.0306,0.5633,0,right_ankle,1,-0.0053,0.0106,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41141.1306,0.5494,0,1,-0.0097,0.5494,1.000,0.5251,-0.0046,0.0002,0.5246,0,left_ankle,1,0.5610,0.0046,0.0173,0.5615,0,right_ankle,1,0.0001,-0.0054,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41141.1306,0.5492,0,1,-0.0117,0.5492,1.000,0.5250,-0.0012,-0.0011,0.5249,0,left_ankle,1,0.5614,-0.0009,0.0064,0.5613,0,right_ankle,1,-0.0032,-0.0163,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41141.1626,0.5488,0,1,-0.0200,0.5488,1.000,0.5250,0.0013,0.0025,0.5251,0,left_ankle,1,0.5611,-0.0178,-0.0023,0.5592,0,right_ankle,1,0.0051,-0.0111,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41141.1626,0.5485,0,1,-0.0242,0.5485,1.000,0.5250,0.0012,-0.0006,0.5251,0,left_ankle,1,0.5604,-0.0228,-0.0026,0.5578,0,right_ankle,1,-0.0051,-0.0153,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41141.1954,0.5482,0,1,-0.0144,0.5482,1.000,0.5250,-0.0038,-0.0038,0.5245,0,left_ankle,1,0.5607,0.0197,0.0001,0.5628,0,right_ankle,1,-0.0073,0.0058,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41141.1954,0.5476,0,1,-0.0255,0.5476,1.000,0.5247,-0.0065,-0.0053,0.5240,0,left_ankle,1,0.5611,0.0186,0.0009,0.5631,0,right_ankle,1,-0.0077,0.0023,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41141.2260,0.5473,0,1,-0.0172,0.5473,1.000,0.5248,0.0018,0.0098,0.5249,0,left_ankle,1,0.5607,-0.0337,0.0005,0.5570,0,right_ankle,1,0.0049,-0.0367,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41141.2260,0.5472,0,1,-0.0130,0.5472,1.000,0.5248,0.0011,0.0093,0.5249,0,left_ankle,1,0.5604,-0.0287,0.0004,0.5572,0,right_ankle,1,-0.0010,-0.0350,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
41141.2581,0.5473,0,1,0.0111,0.5473,1.000,0.5249,0.0054,0.0014,0.5255,0,left_ankle,1,0.5606,0.0249,-0.0029,0.5634,0,right_ankle,1,-0.0112,0.0140,0,,0,0.000,1.059,0.000,1,0.000,1,0,0,0,0,0,,,0,0,0,center-com
