t,body_x,body_region,com_direction,hip_vx,hip_x,hip_conf,lf_x,lf_vx,lf_vy,lf_pred,lf_region,lf_src,lf_reliable,rf_x,rf_vx,rf_vy,rf_pred,rf_region,rf_src,rf_reliable,knee_vx_left,knee_vx_right,fast_intent,lead_side,body_support,score_L,score_C,score_R,side_candidate,side_score,side_body_support,both_feet_region,center_return_support,center_foot_gate,confirmation_hold,suppressed,ignored_trail_side,ignored_spent_side,center_settle_blocked,prev_lane,next_lane,reason
41198.5062,0.5221,0,0,0.0044,0.5221,1.000,0.4929,0.0612,0.0930,0.4996,0,left_ankle,1,0.5257,-0.0000,0.0446,0.5257,0,right_ankle,1,-0.0058,-0.0043,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.5385,0.5221,0,0,-0.0058,0.5221,1.000,0.4931,0.0429,0.0669,0.4978,0,left_ankle,1,0.5256,-0.0025,0.0246,0.5254,0,right_ankle,1,-0.0032,-0.0021,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.5385,0.5219,0,0,-0.0088,0.5219,1.000,0.4941,0.0540,0.0679,0.5000,0,left_ankle,1,0.5251,-0.0090,0.0260,0.5241,0,right_ankle,1,-0.0022,-0.0033,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.5704,0.5217,0,0,-0.0109,0.5217,1.000,0.4943,0.0238,0.0157,0.4969,0,left_ankle,1,0.5250,-0.0114,0.0261,0.5238,0,right_ankle,1,-0.0077,-0.0019,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.5704,0.5217,0,0,-0.0087,0.5217,1.000,0.4953,0.0364,0.0040,0.4993,0,left_ankle,1,0.5248,-0.0138,0.0264,0.5233,0,right_ankle,1,-0.0078,-0.0041,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.6029,0.5215,0,0,-0.0100,0.5215,0.999,0.4955,0.0293,0.0369,0.4987,0,left_ankle,1,0.5248,-0.0017,-0.0031,0.5246,0,right_ankle,1,-0.0063,-0.0056,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.6029,0.5214,0,0,-0.0100,0.5214,0.999,0.4959,0.0307,0.0344,0.4993,0,left_ankle,1,0.5247,-0.0032,-0.0067,0.5243,0,right_ankle,1,-0.0097,-0.0065,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.6344,0.5212,0,0,-0.0071,0.5212,0.999,0.4959,0.0009,0.0604,0.4960,0,left_ankle,1,0.5249,0.0125,-0.0067,0.5262,0,right_ankle,1,-0.0044,-0.0005,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.6344,0.5211,0,0,-0.0084,0.5211,0.999,0.4954,-0.0069,0.0754,0.4947,0,left_ankle,1,0.5251,0.0115,-0.0088,0.5263,0,right_ankle,1,-0.0047,-0.0002,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.6344,0.5210,0,0,-0.0099,0.5210,0.999,0.4953,-0.0109,0.0882,0.4941,0,left_ankle,1,0.5255,0.0161,-0.0069,0.5273,0,right_ankle,1,-0.0045,-0.0007,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.6821,0.5207,0,0,-0.0112,0.5207,0.999,0.4954,-0.0010,0.0298,0.4953,0,left_ankle,1,0.5258,0.0178,0.0017,0.5278,0,right_ankle,1,-0.0054,-0.0011,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.6821,0.5205,0,0,-0.0125,0.5205,0.999,0.4957,0.0014,0.0320,0.4959,0,left_ankle,1,0.5269,0.0256,-0.0004,0.5297,0,right_ankle,1,-0.0055,-0.0001,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.7152,0.5199,0,0,-0.0355,0.5199,0.999,0.4956,-0.0053,0.0086,0.4950,0,left_ankle,1,0.5269,0.0120,-0.0056,0.5282,0,right_ankle,1,-0.0246,0.0213,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.7152,0.5193,0,0,-0.0413,0.5193,0.999,0.4953,-0.0078,0.0128,0.4944,0,left_ankle,1,0.5267,0.0098,-0.0048,0.5278,0,right_ankle,1,-0.0321,0.0214,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.7458,0.5185,0,0,-0.0424,0.5185,0.999,0.4952,-0.0089,0.0159,0.4942,0,left_ankle,1,0.5268,0.0000,0.0048,0.5268,0,right_ankle,1,-0.0477,0.0198,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.7458,0.5176,0,-1,-0.0590,0.5176,1.000,0.4949,-0.0112,0.0152,0.4937,0,left_ankle,1,0.5269,0.0013,0.0063,0.5270,0,right_ankle,1,-0.0620,0.0262,0,,0,0.000,1.059,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.7778,0.5165,0,-1,-0.0567,0.5165,1.000,0.4949,-0.0034,-0.0046,0.4946,0,left_ankle,1,0.5268,-0.0019,-0.0082,0.5266,0,right_ankle,1,-0.0466,0.0433,0,,0,0.000,1.059,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.7778,0.5156,0,-1,-0.0663,0.5156,1.000,0.4947,-0.0066,-0.0001,0.4940,0,left_ankle,1,0.5268,-0.0020,-0.0178,0.5266,0,right_ankle,1,-0.0609,0.0562,0,,0,0.000,1.059,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.8104,0.5147,0,0,-0.0399,0.5147,1.000,0.4946,-0.0111,0.0086,0.4934,0,left_ankle,1,0.5269,0.0119,-0.0692,0.5282,0,right_ankle,1,-0.0317,0.0566,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.8104,0.5138,0,0,-0.0533,0.5138,1.000,0.4939,-0.0200,0.0069,0.4917,0,left_ankle,1,0.5273,0.0141,-0.0855,0.5289,0,right_ankle,1,-0.0516,0.0581,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.8422,0.5128,0,0,-0.0493,0.5128,1.000,0.4938,-0.0184,-0.0073,0.4917,0,left_ankle,1,0.5278,0.0396,-0.0375,0.5321,0,right_ankle,1,-0.0491,0.0517,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.8422,0.5118,0,-1,-0.0632,0.5118,1.000,0.4933,-0.0219,-0.0098,0.4909,0,left_ankle,1,0.5285,0.0404,-0.0537,0.5330,0,right_ankle,1,-0.0592,0.0669,0,,0,0.000,1.059,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.8742,0.5112,0,0,-0.0265,0.5112,1.000,0.4933,-0.0115,0.0006,0.4920,0,left_ankle,1,0.5285,-0.0025,-0.0127,0.5282,0,right_ankle,1,-0.0359,0.0174,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.8742,0.5106,0,0,-0.0326,0.5106,1.000,0.4929,-0.0138,-0.0007,0.4914,0,left_ankle,1,0.5285,-0.0016,-0.0127,0.5283,0,right_ankle,1,-0.0428,0.0170,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.9061,0.5104,0,0,-0.0037,0.5104,1.000,0.4929,-0.0035,0.0040,0.4925,0,left_ankle,1,0.5285,0.0005,0.0031,0.5285,0,right_ankle,1,-0.0100,-0.0054,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.9061,0.5103,0,0,-0.0040,0.5103,1.000,0.4926,-0.0080,0.0030,0.4917,0,left_ankle,1,0.5285,0.0013,0.0106,0.5287,0,right_ankle,1,-0.0100,-0.0096,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.9392,0.5101,0,0,-0.0094,0.5101,1.000,0.4926,-0.0034,0.0233,0.4923,0,left_ankle,1,0.5285,-0.0015,0.1039,0.5283,0,right_ankle,1,-0.0090,-0.0083,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.9392,0.5100,0,0,-0.0097,0.5100,1.000,0.4925,-0.0061,0.0217,0.4918,0,left_ankle,1,0.5285,-0.0012,0.1412,0.5283,0,right_ankle,1,-0.0070,-0.0109,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.9705,0.5098,0,0,-0.0077,0.5098,1.000,0.4925,0.0026,0.0197,0.4928,0,left_ankle,1,0.5285,0.0000,0.2390,0.5285,0,right_ankle,1,-0.0018,-0.0160,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41198.9705,0.5094,0,0,-0.0167,0.5094,1.000,0.4930,0.0078,0.0183,0.4938,0,left_ankle,1,0.5284,-0.0007,0.2914,0.5283,0,right_ankle,1,-0.0022,-0.0251,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.0025,0.5092,0,0,-0.0103,0.5092,1.000,0.4933,0.0340,-0.0039,0.4971,0,left_ankle,1,0.5276,-0.0702,0.2944,0.5199,0,right_ankle,1,-0.0086,-0.0510,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.0025,0.5090,0,0,-0.0130,0.5090,1.000,0.4939,0.0343,-0.0020,0.4977,0,left_ankle,1,0.5262,-0.0701,0.3618,0.5185,0,right_ankle,1,-0.0218,-0.0526,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.0025,0.5089,0,0,-0.0141,0.5089,1.000,0.4941,0.0364,-0.0019,0.4981,0,left_ankle,1,0.5257,-0.0751,0.3966,0.5175,0,right_ankle,1,-0.0294,-0.0571,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.0504,0.5087,0,0,-0.0092,0.5087,1.000,0.4942,0.0070,0.0064,0.4950,0,left_ankle,1,0.5264,0.0234,0.1305,0.5290,0,right_ankle,1,-0.0139,-0.0182,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.0504,0.5084,0,0,-0.0120,0.5084,1.000,0.4943,0.0072,0.0151,0.4951,0,left_ankle,1,0.5272,0.0236,0.1853,0.5298,0,right_ankle,1,-0.0129,-0.0305,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.0821,0.5083,0,0,-0.0029,0.5083,0.999,0.4944,0.0096,0.0327,0.4955,0,left_ankle,1,0.5275,0.0311,0.2426,0.5310,0,right_ankle,1,0.0032,-0.0296,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.0821,0.5083,0,0,-0.0029,0.5083,0.999,0.4951,0.0167,0.0634,0.4969,0,left_ankle,1,0.5299,0.0587,0.2872,0.5364,0,right_ankle,1,0.0040,-0.0321,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.1141,0.5082,0,0,-0.0002,0.5082,0.999,0.4952,0.0192,0.0713,0.4973,0,left_ankle,1,0.5302,0.0509,0.1243,0.5358,0,right_ankle,1,0.0038,-0.0441,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.1141,0.5082,0,0,-0.0018,0.5082,0.999,0.4954,0.0179,0.0677,0.4973,0,left_ankle,1,0.5317,0.0672,0.1417,0.5391,0,right_ankle,1,0.0006,-0.0610,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.1469,0.5081,0,0,-0.0034,0.5081,0.999,0.4953,-0.0095,-0.0104,0.4942,0,left_ankle,1,0.5319,0.0354,0.0552,0.5358,0,right_ankle,1,-0.0056,-0.0454,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.1469,0.5081,0,0,-0.0033,0.5081,0.999,0.4951,-0.0097,-0.0092,0.4940,0,left_ankle,1,0.5329,0.0439,0.0849,0.5377,0,right_ankle,1,-0.0072,-0.0618,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.1784,0.5081,0,0,0.0020,0.5081,0.999,0.4948,-0.0200,-0.0185,0.4927,0,left_ankle,1,0.5329,0.0120,0.0217,0.5343,0,right_ankle,1,-0.0088,-0.0777,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.1784,0.5081,0,0,0.0029,0.5081,0.999,0.4938,-0.0297,-0.0378,0.4906,0,left_ankle,1,0.5331,0.0136,0.0330,0.5346,0,right_ankle,1,-0.0095,-0.0906,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.2102,0.5082,0,0,0.0019,0.5082,0.999,0.4939,-0.0024,-0.0199,0.4937,0,left_ankle,1,0.5327,-0.0331,0.0458,0.5290,0,right_ankle,1,-0.0012,-0.0424,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.2102,0.5082,0,0,0.0027,0.5082,0.999,0.4942,-0.0010,-0.0204,0.4940,0,left_ankle,1,0.5313,-0.0434,0.0588,0.5266,0,right_ankle,1,-0.0018,-0.0510,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.2424,0.5083,0,0,0.0052,0.5083,0.999,0.4942,0.0009,-0.0018,0.4943,0,left_ankle,1,0.5306,-0.0690,0.0528,0.5230,0,right_ankle,1,-0.0031,-0.0071,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.2424,0.5084,0,0,0.0069,0.5084,0.999,0.4940,-0.0017,-0.0022,0.4938,0,left_ankle,1,0.5289,-0.0781,0.0723,0.5203,0,right_ankle,1,-0.0029,-0.0036,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.2743,0.5085,0,0,0.0079,0.5085,0.999,0.4941,0.0054,0.0111,0.4947,0,left_ankle,1,0.5288,-0.0143,0.0956,0.5272,0,right_ankle,1,0.0012,-0.0006,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.2743,0.5087,0,0,0.0111,0.5087,0.999,0.4943,0.0066,0.0131,0.4950,0,left_ankle,1,0.5282,-0.0217,0.1082,0.5258,0,right_ankle,1,0.0020,-0.0000,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.3063,0.5089,0,0,0.0079,0.5089,0.999,0.4943,0.0014,-0.0218,0.4945,0,left_ankle,1,0.5282,-0.0076,-0.0448,0.5274,0,right_ankle,1,-0.0009,0.0069,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.3063,0.5089,0,0,0.0074,0.5089,0.999,0.4941,-0.0014,-0.0344,0.4940,0,left_ankle,1,0.5280,-0.0113,-0.0586,0.5267,0,right_ankle,1,-0.0122,0.0066,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.3389,0.5090,0,0,0.0002,0.5090,0.999,0.4941,-0.0031,-0.1000,0.4938,0,left_ankle,1,0.5278,-0.0182,0.0639,0.5258,0,right_ankle,1,-0.0466,-0.0032,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.3389,0.5090,0,0,0.0005,0.5090,0.999,0.4940,-0.0044,-0.1572,0.4936,0,left_ankle,1,0.5269,-0.0270,0.0933,0.5240,0,right_ankle,1,-0.0539,-0.0037,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.3389,0.5091,0,0,0.0018,0.5091,0.999,0.4941,-0.0046,-0.1806,0.4936,0,left_ankle,1,0.5269,-0.0305,0.1055,0.5235,0,right_ankle,1,-0.0612,-0.0031,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.3711,0.5092,0,0,0.0049,0.5092,0.999,0.4941,-0.0003,-0.1335,0.4940,0,left_ankle,1,0.5266,-0.0276,0.0687,0.5236,0,right_ankle,1,-0.0251,0.0039,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.3711,0.5092,0,0,0.0056,0.5092,0.999,0.4941,-0.0003,-0.1519,0.4940,0,left_ankle,1,0.5262,-0.0278,0.0815,0.5232,0,right_ankle,1,-0.0405,0.0049,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.4188,0.5094,0,0,0.0046,0.5094,0.999,0.4941,0.0009,-0.0565,0.4942,0,left_ankle,1,0.5262,-0.0011,0.0236,0.5261,0,right_ankle,1,-0.0845,0.0064,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.4188,0.5095,0,0,0.0058,0.5095,0.999,0.4943,0.0025,-0.0816,0.4945,0,left_ankle,1,0.5261,-0.0013,0.0246,0.5260,0,right_ankle,1,-0.0957,0.0070,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.4506,0.5096,0,0,0.0035,0.5096,0.999,0.4943,0.0040,-0.0264,0.4947,0,left_ankle,1,0.5261,0.0001,0.0551,0.5262,0,right_ankle,1,-0.1628,0.0072,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.4506,0.5096,0,0,0.0038,0.5096,0.999,0.4947,0.0097,-0.0545,0.4957,0,left_ankle,1,0.5262,0.0002,0.0538,0.5262,0,right_ankle,1,-0.1596,0.0075,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.4823,0.5097,0,0,0.0036,0.5097,0.999,0.4947,0.0108,-0.1503,0.4959,0,left_ankle,1,0.5264,0.0197,-0.0109,0.5286,0,right_ankle,1,-0.2067,0.0018,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.4823,0.5098,0,0,0.0060,0.5098,0.999,0.4950,0.0135,-0.1346,0.4965,0,left_ankle,1,0.5272,0.0266,-0.0137,0.5301,0,right_ankle,1,-0.2473,0.0029,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.4823,0.5099,0,0,0.0070,0.5099,0.999,0.4952,0.0164,-0.1265,0.4970,0,left_ankle,1,0.5273,0.0292,-0.0174,0.5305,0,right_ankle,1,-0.2750,0.0039,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.5140,0.5101,0,0,0.0169,0.5101,0.999,0.4952,0.0057,0.0400,0.4958,0,left_ankle,1,0.5273,0.0102,-0.0153,0.5284,0,right_ankle,1,-0.0142,0.0317,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.5140,0.5104,0,0,0.0217,0.5104,0.999,0.4953,0.0068,0.0485,0.4960,0,left_ankle,1,0.5276,0.0139,-0.0320,0.5292,0,right_ankle,1,-0.0143,0.0489,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.5462,0.5106,0,0,0.0068,0.5106,0.999,0.4953,0.0017,0.1594,0.4955,0,left_ankle,1,0.5276,0.0038,-0.0265,0.5281,0,right_ankle,1,-0.0064,0.0639,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.5462,0.5107,0,0,0.0080,0.5107,0.999,0.4953,0.0017,0.1974,0.4955,0,left_ankle,1,0.5275,0.0018,-0.0328,0.5277,0,right_ankle,1,0.0096,0.0796,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.5787,0.5107,0,0,-0.0035,0.5107,0.999,0.4953,-0.0002,0.3273,0.4953,0,left_ankle,1,0.5275,-0.0059,0.0024,0.5268,0,right_ankle,1,-0.0085,0.0208,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.5787,0.5107,0,0,-0.0051,0.5107,0.999,0.4952,-0.0016,0.4083,0.4950,0,left_ankle,1,0.5274,-0.0058,0.0714,0.5268,0,right_ankle,1,-0.0170,0.0248,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.6103,0.5105,0,0,-0.0104,0.5105,0.999,0.4944,-0.0697,0.3584,0.4867,0,left_ankle,1,0.5270,-0.0335,0.0630,0.5233,0,right_ankle,1,0.0076,0.0029,0,,0,0.000,2.100,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,center-com
41199.6103,0.5104,0,0,-0.0114,0.5104,0.999,0.4916,-0.0920,0.3791,0.4815,-1,left_ankle,1,0.5263,-0.0343,0.0641,0.5225,0,right_ankle,1,0.0173,0.0024,0,,0,0.380,1.059,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,center-com
41199.6422,0.5103,0,0,-0.0012,0.5103,0.999,0.4894,-0.2028,0.2612,0.4671,-1,left_ankle,1,0.5260,-0.0235,-0.0056,0.5234,0,right_ankle,1,0.0196,0.0090,0,,0,0.380,1.059,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,center-com
41199.6422,0.5102,0,0,-0.0035,0.5102,0.999,0.4836,-0.2390,0.3211,0.4573,-1,left_ankle,1,0.5254,-0.0256,-0.0022,0.5226,0,right_ankle,1,0.0188,0.0161,0,,0,0.380,1.059,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,center-com
41199.6738,0.5100,0,0,-0.0148,0.5100,0.999,0.4806,-0.2817,0.3822,0.4496,-1,left_ankle,1,0.5254,-0.0015,0.0113,0.5253,0,right_ankle,1,-0.0463,0.0120,0,,0,0.380,1.059,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,center-com
41199.6738,0.5095,0,0,-0.0249,0.5095,0.999,0.4722,-0.3394,0.4269,0.4348,-1,left_ankle,1,0.5248,-0.0110,0.0132,0.5236,0,right_ankle,1,-0.0547,0.0117,0,,0,0.380,1.059,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,center-com
41199.7059,0.5091,0,0,-0.0236,0.5091,0.999,0.4680,-0.3855,0.2526,0.4256,-1,left_ankle,1,0.5251,0.0109,0.0032,0.5263,0,right_ankle,1,0.0046,-0.0013,0,,0,0.380,1.059,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,center-com
41199.7059,0.5087,0,0,-0.0289,0.5087,0.999,0.4578,-0.4441,0.2688,0.4090,-1,left_ankle,1,0.5255,0.0105,0.0048,0.5266,0,right_ankle,1,0.0048,-0.0017,0,,0,0.380,1.059,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,center-com
41199.7384,0.5083,0,0,-0.0159,0.5083,0.999,0.4532,-0.4188,0.2647,0.4071,-1,left_ankle,1,0.5255,0.0038,0.0009,0.5259,0,right_ankle,1,-0.0220,-0.0033,0,,0,0.380,1.059,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,center-com
41199.7384,0.5081,0,0,-0.0177,0.5081,0.999,0.4444,-0.4452,0.2898,0.3954,-1,left_ankle,1,0.5259,0.0083,0.0026,0.5268,0,right_ankle,1,-0.0271,-0.0035,0,,0,0.380,1.059,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,center-com
41199.7384,0.5078,0,0,-0.0211,0.5078,0.999,0.4442,-0.4563,0.3126,0.3940,-1,left_ankle,1,0.5260,0.0105,0.0048,0.5271,0,right_ankle,1,-0.0293,-0.0088,0,,0,0.380,1.059,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,center-com
41199.7862,0.5075,0,0,-0.0108,0.5075,0.999,0.4419,-0.1123,0.0531,0.4296,-1,left_ankle,1,0.5261,0.0076,0.0017,0.5269,0,right_ankle,1,-0.0138,-0.0075,0,,0,0.380,1.059,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,center-com
41199.7862,0.5072,0,0,-0.0151,0.5072,0.999,0.4387,-0.1209,0.0909,0.4254,-1,left_ankle,1,0.5262,0.0077,0.0004,0.5270,0,right_ankle,1,-0.0181,-0.0077,0,,0,0.380,1.059,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,center-com
41199.8191,0.5062,0,-1,-0.0589,0.5062,0.999,0.4374,-0.1117,0.1494,0.4251,-1,left_ankle,1,0.5262,-0.0009,0.0078,0.5261,0,right_ankle,1,-0.1129,0.0049,-1,left,0,0.720,0.850,0.000,-1,0.720,0,0,0,0,0,0,,,0,0,0,body-gate -1
41199.8191,0.5052,0,-1,-0.0739,0.5052,0.999,0.4357,-0.1082,0.1554,0.4238,-1,left_ankle,1,0.5262,-0.0009,0.0066,0.5261,0,right_ankle,1,-0.1220,0.0021,-1,left,0,0.720,0.850,0.000,-1,0.720,0,0,0,0,0,0,,,0,0,0,body-gate -1
41199.8505,0.5040,0,-1,-0.0577,0.5040,0.999,0.4350,-0.0557,0.1823,0.4288,-1,left_ankle,1,0.5262,0.0058,-0.0031,0.5269,0,right_ankle,1,-0.1332,-0.0173,0,left,0,0.380,0.850,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,hold
41199.8505,0.5026,0,-1,-0.0834,0.5026,0.999,0.4326,-0.0745,0.2020,0.4244,-1,left_ankle,1,0.5264,0.0066,-0.0110,0.5271,0,right_ankle,1,-0.1677,-0.0304,-1,left,0,0.720,0.850,0.000,-1,0.720,0,0,0,0,0,0,,,0,0,0,body-gate -1
41199.8822,0.5009,0,-1,-0.0904,0.5009,0.999,0.4324,-0.0375,0.1338,0.4283,-1,left_ankle,1,0.5265,0.0065,-0.0087,0.5272,0,right_ankle,1,-0.1463,-0.0504,0,left,0,0.380,0.850,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,hold
41199.8822,0.4998,0,-1,-0.0982,0.4998,0.999,0.4325,-0.0303,0.1408,0.4291,-1,left_ankle,1,0.5272,0.0170,-0.0140,0.5291,0,right_ankle,1,-0.1491,-0.0531,0,,0,0.380,0.850,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,hold
41199.9142,0.4980,0,-1,-0.0823,0.4980,0.999,0.4321,-0.0280,0.0176,0.4290,-1,left_ankle,1,0.5272,0.0101,-0.0316,0.5284,0,right_ankle,1,-0.1315,-0.0322,0,,0,0.380,0.850,0.000,-1,0.380,0,0,0,0,0,0,,,0,0,0,hold
41199.9142,0.4968,0,-1,-0.0944,0.4968,0.999,0.4315,-0.0250,0.0344,0.4288,-1,left_ankle,1,0.5273,0.0106,-0.0396,0.5284,0,right_ankle,1,-0.1213,-0.0392,0,,0,0.380,0.850,0.000,-1,0.380,1,0,0,0,0,0,,,0,0,0,hold
41199.9463,0.4946,0,-1,-0.1042,0.4946,0.999,0.4307,-0.0689,-0.0422,0.4231,-1,left_ankle,1,0.5271,-0.0119,-0.0230,0.5258,0,right_ankle,1,-0.0966,-0.0682,-1,left,1,2.070,0.850,0.000,-1,2.070,1,0,0,0,0,0,,,0,0,-1,fast-foot -1 -> lane -1
